Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Platform,Serial number,Asset tag,Region,Site Group,Position (U),Rack face,Airflow,IPv4 Address,IPv6 Address,Cluster,Virtual chassis,VC Position,VC Priority,Description,Comments,Contacts,Tags,Created,Last updated,Zabbix,Librenms,DNS Entry,Syslog Server,Operating System,High Availability,Backup,Offsite Backup
R3-PA-C20-BA2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3253,,,,,Holyoke,100 Bigelow Street,53,Front,,,,,,,,,,,Power,2022-10-07 16:14,2022-10-07 16:14,False,False,False,False,,None,None,False
R3-PA-C19-BA1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3251,,,,,Holyoke,100 Bigelow Street,51,Front,,,,,,,,,,,Power,2022-10-07 16:13,2022-10-07 16:13,False,False,False,False,,None,None,False
R9-PC-C09-BB1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R9-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,4078,,,,,Holyoke,100 Bigelow Street,22,Front,,,,,,,,,,,Power,2022-12-22 16:35,2022-12-22 16:35,False,False,False,False,,None,None,False
R5-PC-C18-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3870,,,,,Holyoke,100 Bigelow Street,42,Front,,,,,,,,,,,Power,2022-12-08 15:19,2022-12-08 15:19,False,False,False,False,,None,None,False
R5-PA-C17-BB1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3755,,,,,Holyoke,100 Bigelow Street,50,Front,,,,,,,,,,,Power,2022-11-30 13:05,2022-11-30 13:05,False,False,False,False,,None,None,False
R3-PA-C18-BB2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3250,,,,,Holyoke,100 Bigelow Street,50,Front,,,,,,,,,,,Power,2022-10-07 16:12,2022-10-07 16:12,False,False,False,False,,None,None,False
R3-PC-C11-BB1-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3328,,,,,Holyoke,100 Bigelow Street,30,Front,,,,,,,,,,,Power,2022-10-13 16:16,2022-10-13 16:16,False,False,False,False,,None,None,False
R3-PA-C18-BA2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3249,,,,,Holyoke,100 Bigelow Street,49,Front,,,,,,,,,,,Power,2022-10-07 16:10,2022-10-07 16:10,False,False,False,False,,None,None,False
R3-PA-C17-BB1-deviceID18,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3248,,,,,Holyoke,100 Bigelow Street,48,Front,,,,,,,,,,,Power,2022-10-07 16:09,2022-10-07 16:09,False,False,False,False,,None,None,False
R5-PA-C17-BA1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3754,,,,,Holyoke,100 Bigelow Street,49,Front,,,,,,,,,,,Power,2022-11-30 13:04,2022-11-30 13:04,False,False,False,False,,None,None,False
R3-PA-C17-BA1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3245,,,,,Holyoke,100 Bigelow Street,45,Front,,,,,,,,,,,Power,2022-10-07 16:07,2022-10-07 16:07,False,False,False,False,,None,None,False
R3-PA-C16-BB2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3244,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,,2022-10-07 16:06,2022-10-07 16:06,False,False,False,False,,None,None,False
R5-PC-C22-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3881,,,,,Holyoke,100 Bigelow Street,53,Front,,,,,,,,,,,Power,2022-12-08 15:28,2022-12-08 15:28,False,False,False,False,,None,None,False
R3-PA-C16-BA2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3243,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,,2022-10-07 16:04,2022-10-07 16:04,False,False,False,False,,None,None,False
R3-PA-C15-BB1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3241,,,,,Holyoke,100 Bigelow Street,41,Front,,,,,,,,,,,,2022-10-07 16:03,2022-10-07 16:03,False,False,False,False,,None,None,False
R5-PA-C04-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3718,,,31613-03809,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,Power,2022-11-30 12:20,2023-05-09 12:33,False,False,False,False,,None,None,False
R2-PC-C22-BB2-deviceID18,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3198,,,,,Holyoke,100 Bigelow Street,58,Front,,,,,,,,,,,Power,2022-10-06 12:06,2022-10-06 12:06,False,False,False,False,,None,None,False
R5-PA-C16-BB2-deviceID20,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3753,,,,,Holyoke,100 Bigelow Street,48,Front,,,,,,,,,,,Power,2022-11-30 13:03,2022-11-30 13:03,False,False,False,False,,None,None,False
R5-PA-C16-BA2-deviceID20,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3752,,,,,Holyoke,100 Bigelow Street,47,Front,,,,,,,,,,,Power,2022-11-30 13:02,2022-11-30 13:02,False,False,False,False,,None,None,False
R5-PA-C16-BB2-deviceID16,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3751,,,,,Holyoke,100 Bigelow Street,46,Front,,,,,,,,,,,Power,2022-11-30 13:02,2022-11-30 13:02,False,False,False,False,,None,None,False
R5-PA-C16-BA2-deviceID16,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3750,,,,,Holyoke,100 Bigelow Street,45,Front,,,,,,,,,,,Power,2022-11-30 13:01,2022-11-30 13:01,False,False,False,False,,None,None,False
R5-PA-C16-BB2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3749,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,Power,2022-11-30 13:00,2022-11-30 13:00,False,False,False,False,,None,None,False
R5-PA-C16-BA2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3748,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,Power,2022-11-30 12:57,2022-11-30 12:57,False,False,False,False,,None,None,False
R5-PA-C15-BB1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3747,,,,,Holyoke,100 Bigelow Street,42,Front,,,,,,,,,,,Power,2022-11-30 12:54,2022-11-30 12:54,False,False,False,False,,None,None,False
R5-PA-C15-BA1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3746,,,,,Holyoke,100 Bigelow Street,41,Front,,,,,,,,,,,Power,2022-11-30 12:54,2022-11-30 12:54,False,False,False,False,,None,None,False
R5-PA-C04-BB2-deviceID14,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3717,,,,,Holyoke,100 Bigelow Street,14,Front,,,,,,,,,,,Power,2022-11-30 12:18,2022-11-30 12:19,False,False,False,False,,None,None,False
R5-PB-C09-BB1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3808,,,,,Holyoke,100 Bigelow Street,26,Front,,,,,,,,,,,Power,2022-12-08 14:28,2022-12-08 14:28,False,False,False,False,,None,None,False
R5-PA-C04-BB2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3719,,,,,Holyoke,100 Bigelow Street,12,Front,,,,,,,,,,,Power,2022-11-30 12:21,2022-11-30 12:21,False,False,False,False,,None,None,False
R5-PA-C04-BA2-deviceID18,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3720,,,,,Holyoke,100 Bigelow Street,15,Front,,,,,,,,,,,Power,2022-11-30 12:21,2022-11-30 12:21,False,False,False,False,,None,None,False
R2-PC-C22-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3195,,,,,Holyoke,100 Bigelow Street,55,Front,,,,,,,,,,,Power,2022-10-06 12:04,2022-10-06 12:04,False,False,False,False,,None,None,False
R5-PA-C04-BB2-deviceID18,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3721,,,,,Holyoke,100 Bigelow Street,16,Front,,,,,,,,,,,Power,2022-11-30 12:22,2022-11-30 12:22,False,False,False,False,,None,None,False
R3-PA-C15-BA1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3239,,,,,Holyoke,100 Bigelow Street,39,Front,,,,,,,,,,,,2022-10-07 16:02,2022-10-07 16:02,False,False,False,False,,None,None,False
R3-PA-C02-BB2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3206,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,Power,2022-10-06 12:18,2022-10-06 12:18,False,False,False,False,,None,None,False
R5-PA-C05-BA1-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3722,,,,,Holyoke,100 Bigelow Street,17,Front,,,,,,,,,,,Power,2022-11-30 12:23,2022-11-30 12:23,False,False,False,False,,None,None,False
R5-PA-C05-BB1-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3723,,,,,Holyoke,100 Bigelow Street,18,Front,,,,,,,,,,,Power,2022-11-30 12:23,2022-11-30 12:23,False,False,False,False,,None,None,False
R5-PA-C06-BA2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3724,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,Power,2022-11-30 12:29,2022-11-30 12:29,False,False,False,False,,None,None,False
R5-PA-C06-BB2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3725,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,Power,2022-11-30 12:30,2022-11-30 12:30,False,False,False,False,,None,None,False
R5-PA-C06-BA2-deviceID15,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3726,,,,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,Power,2022-11-30 12:30,2022-11-30 12:30,False,False,False,False,,None,None,False
R3-PA-C02-BA2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3205,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,Power,2022-10-06 12:17,2022-10-06 12:17,False,False,False,False,,None,None,False
R3-PA-C01-BA1-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3203,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,Power,2022-10-06 12:12,2022-10-06 12:12,False,False,False,False,,None,None,False
R3-PB-C12-BB2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3286,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,Power,2022-10-13 14:03,2022-10-13 14:03,False,False,False,False,,None,None,False
R5-PA-C06-BB2-deviceID19,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3729,,,,,Holyoke,100 Bigelow Street,24,Front,,,,,,,,,,,Power,2022-11-30 12:34,2022-11-30 12:35,False,False,False,False,,None,None,False
R5-PA-C07-BA1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3730,,,,,Holyoke,100 Bigelow Street,25,Front,,,,,,,,,,,Power,2022-11-30 12:36,2022-11-30 12:36,False,False,False,False,,None,None,False
R5-PA-C07-BB1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3731,,,,,Holyoke,100 Bigelow Street,26,Front,,,,,,,,,,,Power,2022-11-30 12:36,2022-11-30 12:36,False,False,False,False,,None,None,False
R5-PA-C08-BA2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3732,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,Power,2022-11-30 12:37,2022-11-30 12:37,False,False,False,False,,None,None,False
R5-PA-C08-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3733,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,Power,2022-11-30 12:38,2022-11-30 12:38,False,False,False,False,,None,None,False
R3-PB-C12-BA2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3285,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,Power,2022-10-13 14:03,2022-10-13 14:03,False,False,False,False,,None,None,False
BD-U4B-Even,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PB-Power,Busbar,Starline,Busbar 400amp,,2790,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2022-09-29 13:22,2022-09-29 13:23,False,False,False,False,,None,None,False
R5-PB-C19-BA1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3829,,,,,Holyoke,100 Bigelow Street,47,Front,,,,,,,,,,,Power,2022-12-08 14:44,2022-12-08 14:44,False,False,False,False,,None,None,False
R1-PB-C20-BA2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,2976,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,,2022-09-29 20:28,2022-09-29 20:28,False,False,False,False,,None,None,False
R1-PB-C20-BB2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,2977,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,,2022-09-29 20:29,2022-09-29 20:29,False,False,False,False,,None,None,False
R5-PB-C19-BB1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3830,,,,,Holyoke,100 Bigelow Street,48,Front,,,,,,,,,,,Power,2022-12-08 14:44,2022-12-08 14:44,False,False,False,False,,None,None,False
R3-PA-C10-BA2-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3227,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,,2022-10-07 15:41,2022-10-07 15:41,False,False,False,False,,None,None,False
R3-PB-C03-BB1-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3268,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,Power,2022-10-13 13:47,2022-10-13 13:47,False,False,False,False,,None,None,False
R4-PA-C19-BB1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3431,,,,,Holyoke,100 Bigelow Street,42,Front,,,,,,,,,,,Power,2022-10-28 10:27,2022-10-31 17:06,False,False,False,False,,None,None,False
R4-PA-C12-BA2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3416,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,Power,2022-10-28 10:14,2022-10-31 17:19,False,False,False,False,,None,None,False
R7-PB-C02-BA2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3893,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,Power,2022-12-13 13:52,2022-12-13 13:52,False,False,False,False,,None,None,False
R3-PC-C17-BB1-deviceID17,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3342,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,Power,2022-10-13 16:26,2022-10-13 16:26,False,False,False,False,,None,None,False
R3-PC-C03-BA1-deviceID12,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3307,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,Power,2022-10-13 16:02,2022-10-13 16:02,False,False,False,False,,None,None,False
R3-PC-C23-BA1-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3385,,,,,Holyoke,100 Bigelow Street,65,Front,,,,,,,,,,,Power,2022-10-27 17:02,2022-10-27 17:02,False,False,False,False,,None,None,False
R2-PA-C21-BA1-deviceID12,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3065,,,,,Holyoke,100 Bigelow Street,45,Front,,,,,,,,,,,,2022-10-03 15:33,2022-10-03 15:33,False,False,False,False,,None,None,False
R2-PA-C20-BB2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3064,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,,2022-10-03 15:31,2022-10-03 15:31,False,False,False,False,,None,None,False
R2-PA-C20-BA2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3063,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,,2022-10-03 15:31,2022-10-03 15:31,False,False,False,False,,None,None,False
R2-PA-C19-BB1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3062,,,,,Holyoke,100 Bigelow Street,42,Front,,,,,,,,,,,,2022-10-03 15:30,2022-10-03 15:30,False,False,False,False,,None,None,False
R2-PA-C19-BA1-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3061,,,,,Holyoke,100 Bigelow Street,41,Front,,,,,,,,,,,,2022-10-03 15:30,2022-10-03 15:30,False,False,False,False,,None,None,False
R2-PA-C18-BB2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3060,,,,,Holyoke,100 Bigelow Street,40,Front,,,,,,,,,,,,2022-10-03 15:28,2022-10-03 15:28,False,False,False,False,,None,None,False
R2-PA-C18-BA2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3059,,,,,Holyoke,100 Bigelow Street,39,Front,,,,,,,,,,,,2022-10-03 15:27,2022-10-03 15:27,False,False,False,False,,None,None,False
R7-PC-C05-BB1-deviceID23,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3946,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,Power,2022-12-14 14:17,2022-12-14 14:17,False,False,False,False,,None,None,False
R4-PA-C05-BA1-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3401,,,,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,Power,2022-10-27 17:15,2022-10-31 18:14,False,False,False,False,,None,None,False
BD-N26B-Even,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busbar,Starline,Busbar 400amp,,2822,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2022-09-29 14:25,2022-09-29 14:25,False,False,False,False,,None,None,False
R4-PA-C02-BA2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3396,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,Power,2022-10-27 17:10,2022-10-27 17:10,False,False,False,False,,None,None,False
R4-PB-C17-BA1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3477,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,Power,2022-11-01 13:52,2022-11-01 13:52,False,False,False,False,,None,None,False
R5-PC-C24-BB2-deviceID17,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3890,,,,,Holyoke,100 Bigelow Street,62,Front,,,,,,,,,,,Power,2022-12-08 15:32,2022-12-08 15:32,False,False,False,False,,None,None,False
BD-N21A-Odd,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busbar,Starline,Busbar 400amp,,2795,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2022-09-29 13:50,2022-09-29 13:50,False,False,False,False,,None,None,False
R4-PB-C13-BA1-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3469,,,,,Holyoke,100 Bigelow Street,29,Front,,,,,,,,,,,Power,2022-11-01 13:47,2022-11-01 13:47,False,False,False,False,,None,None,False
R4-PB-C08-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3460,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,Power,2022-11-01 13:38,2022-11-01 13:38,False,False,False,False,,None,None,False
R5-PC-C24-BA2-deviceID17,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3889,,,,,Holyoke,100 Bigelow Street,61,Front,,,,,,,,,,,Power,2022-12-08 15:31,2022-12-08 15:31,False,False,False,False,,None,None,False
R3-PA-C10-BB2-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3228,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,,2022-10-07 15:42,2022-10-07 15:42,False,False,False,False,,None,None,False
R3-PB-C04-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3269,,,,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,Power,2022-10-13 13:48,2022-10-13 13:48,False,False,False,False,,None,None,False
R3-PC-C18-BA2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3343,,,,,Holyoke,100 Bigelow Street,45,Front,,,,,,,,,,,Power,2022-10-13 16:27,2022-10-13 16:27,False,False,False,False,,None,None,False
R5-PB-C20-BA2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3831,,,,,Holyoke,100 Bigelow Street,49,Front,,,,,,,,,,,Power,2022-12-08 14:45,2022-12-08 14:45,False,False,False,False,,None,None,False
BD-N21B-Odd,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busbar,Starline,Busbar 400amp,,2796,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2022-09-29 13:51,2022-09-29 13:51,False,False,False,False,,None,None,False
R2-PA-C01-BA1-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3024,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2022-09-29 21:28,2022-09-29 21:28,False,False,False,False,,None,None,False
R4-PA-C20-BA2-deviceID11,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3432,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,Power,2022-10-28 10:28,2022-10-31 17:05,False,False,False,False,,None,None,False
R3-PC-C03-BB1-deviceID12,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3308,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,Power,2022-10-13 16:03,2022-10-13 16:03,False,False,False,False,,None,None,False
R2-PA-C01-BB1-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3025,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,,2022-09-29 21:28,2022-09-29 21:28,False,False,False,False,,None,None,False
R2-PA-C02-BA2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3026,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2022-09-29 21:29,2022-09-29 21:29,False,False,False,False,,None,None,False
R2-PA-C03-BA1-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3028,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,,2022-09-29 21:31,2022-09-29 21:31,False,False,False,False,,None,None,False
